,valuation_date,code,final_score,score_name
388,2025-05-14,601666.SH,0.5085933109305208,a1
389,2025-05-14,600801.SH,0.5054441263427157,a1
390,2025-05-14,688516.SH,0.5022949417549106,a1
391,2025-05-14,600266.SH,0.4991457571671055,a1
392,2025-05-14,600895.SH,0.49599657257930047,a1
393,2025-05-14,000063.SZ,0.49284738799149536,a1
394,2025-05-14,688363.SH,0.4896982034036903,a1
395,2025-05-14,002922.SZ,0.4865490188158852,a1
396,2025-05-14,002595.SZ,0.48339983422808014,a1
397,2025-05-14,605377.SH,0.48025064964027503,a1
398,2025-05-14,300384.SZ,0.47710146505247,a1
399,2025-05-14,603355.SH,0.47395228046466487,a1
400,2025-05-14,601555.SH,0.4708030958768598,a1
401,2025-05-14,601827.SH,0.4676539112890547,a1
402,2025-05-14,002920.SZ,0.46450472670124965,a1
403,2025-05-14,603260.SH,0.46135554211344454,a1
404,2025-05-14,601077.SH,0.4582063575256395,a1
405,2025-05-14,601698.SH,0.4550571729378344,a1
406,2025-05-14,002410.SZ,0.4519079883500293,a1
407,2025-05-14,600436.SH,0.4487588037622242,a1
408,2025-05-14,600497.SH,0.44560961917441916,a1
409,2025-05-14,688295.SH,0.44246043458661405,a1
410,2025-05-14,603225.SH,0.439311249998809,a1
411,2025-05-14,300017.SZ,0.4361620654110039,a1
412,2025-05-14,002739.SZ,0.43301288082319883,a1
413,2025-05-14,000750.SZ,0.4298636962353937,a1
414,2025-05-14,603195.SH,0.42671451164758867,a1
415,2025-05-14,000333.SZ,0.42356532705978356,a1
416,2025-05-14,002612.SZ,0.4204161424719785,a1
417,2025-05-14,600459.SH,0.4172669578841734,a1
418,2025-05-14,603081.SH,0.41411777329636834,a1
419,2025-05-14,601919.SH,0.41096858870856323,a1
420,2025-05-14,300724.SZ,0.4078194041207582,a1
421,2025-05-14,603613.SH,0.40467021953295307,a1
422,2025-05-14,600559.SH,0.401521034945148,a1
423,2025-05-14,300109.SZ,0.3983718503573429,a1
424,2025-05-14,601058.SH,0.39522266576953785,a1
425,2025-05-14,603345.SH,0.39207348118173274,a1
426,2025-05-14,601688.SH,0.3889242965939277,a1
427,2025-05-14,601318.SH,0.3857751120061226,a1
428,2025-05-14,600369.SH,0.3826259274183175,a1
429,2025-05-14,688396.SH,0.3794767428305124,a1
430,2025-05-14,601601.SH,0.37632755824270736,a1
431,2025-05-14,300660.SZ,0.37317837365490225,a1
432,2025-05-14,002649.SZ,0.3700291890670972,a1
433,2025-05-14,600422.SH,0.3668800044792921,a1
434,2025-05-14,600886.SH,0.36373081989148703,a1
435,2025-05-14,600536.SH,0.3605816353036819,a1
436,2025-05-14,600028.SH,0.3574324507158768,a1
437,2025-05-14,000877.SZ,0.35428326612807176,a1
438,2025-05-14,603896.SH,0.35113408154026665,a1
439,2025-05-14,002635.SZ,0.3479848969524616,a1
440,2025-05-14,605358.SH,0.3448357123646565,a1
441,2025-05-14,300415.SZ,0.34168652777685143,a1
442,2025-05-14,600380.SH,0.3385373431890463,a1
443,2025-05-14,000028.SZ,0.33538815860124127,a1
444,2025-05-14,002010.SZ,0.33223897401343616,a1
445,2025-05-14,000828.SZ,0.3290897894256311,a1
446,2025-05-14,601766.SH,0.325940604837826,a1
447,2025-05-14,603986.SH,0.32279142025002094,a1
448,2025-05-14,603916.SH,0.31964223566221583,a1
449,2025-05-14,600660.SH,0.3164930510744108,a1
450,2025-05-14,600642.SH,0.31334386648660567,a1
451,2025-05-14,600141.SH,0.3101946818988006,a1
452,2025-05-14,000528.SZ,0.3070454973109955,a1
453,2025-05-14,002020.SZ,0.30389631272319045,a1
454,2025-05-14,603501.SH,0.30074712813538534,a1
455,2025-05-14,601009.SH,0.2975979435475803,a1
456,2025-05-14,002318.SZ,0.2944487589597752,a1
457,2025-05-14,000776.SZ,0.2912995743719701,a1
458,2025-05-14,601398.SH,0.288150389784165,a1
459,2025-05-14,688425.SH,0.28500120519635996,a1
460,2025-05-14,688256.SH,0.28185202060855485,a1
461,2025-05-14,600273.SH,0.2787028360207498,a1
462,2025-05-14,002001.SZ,0.2755536514329447,a1
463,2025-05-14,000050.SZ,0.27240446684513964,a1
464,2025-05-14,000756.SZ,0.2692552822573345,a1
465,2025-05-14,600535.SH,0.2661060976695295,a1
466,2025-05-14,688399.SH,0.26295691308172436,a1
467,2025-05-14,002049.SZ,0.2598077284939193,a1
468,2025-05-14,600378.SH,0.2566585439061142,a1
469,2025-05-14,002434.SZ,0.25350935931830915,a1
470,2025-05-14,601901.SH,0.25036017473050404,a1
471,2025-05-14,000338.SZ,0.24721099014269896,a1
472,2025-05-14,603799.SH,0.24406180555489387,a1
473,2025-05-14,600755.SH,0.2409126209670888,a1
474,2025-05-14,002926.SZ,0.2377634363792837,a1
475,2025-05-14,603567.SH,0.23461425179147863,a1
476,2025-05-14,601677.SH,0.23146506720367355,a1
477,2025-05-14,600888.SH,0.22831588261586847,a1
478,2025-05-14,600845.SH,0.22516669802806338,a1
479,2025-05-14,002456.SZ,0.2220175134402583,a1
480,2025-05-14,002930.SZ,0.21886832885245322,a1
481,2025-05-14,600999.SH,0.21571914426464814,a1
482,2025-05-14,002062.SZ,0.21256995967684306,a1
483,2025-05-14,002004.SZ,0.20942077508903797,a1
484,2025-05-14,603298.SH,0.2062715905012329,a1
485,2025-05-14,600690.SH,0.2031224059134278,a1
486,2025-05-14,000921.SZ,0.19997322132562273,a1
487,2025-05-14,600584.SH,0.19682403673781765,a1
488,2025-05-14,601088.SH,0.19367485215001257,a1
489,2025-05-14,000685.SZ,0.19052566756220748,a1
490,2025-05-14,600528.SH,0.1873764829744024,a1
491,2025-05-14,000001.SZ,0.18422729838659732,a1
492,2025-05-14,000166.SZ,0.18107811379879224,a1
493,2025-05-14,601231.SH,0.17792892921098716,a1
494,2025-05-14,002839.SZ,0.17477974462318208,a1
495,2025-05-14,600741.SH,0.171630560035377,a1
496,2025-05-14,000006.SZ,0.1684813754475719,a1
497,2025-05-14,002088.SZ,0.16533219085976683,a1
498,2025-05-14,600867.SH,0.16218300627196175,a1
499,2025-05-14,002637.SZ,0.15903382168415667,a1
500,2025-05-14,600655.SH,0.15588463709635159,a1
501,2025-05-14,300363.SZ,0.1527354525085465,a1
502,2025-05-14,002603.SZ,0.14958626792074142,a1
503,2025-05-14,002966.SZ,0.14643708333293634,a1
504,2025-05-14,601801.SH,0.14328789874513123,a1
505,2025-05-14,603997.SH,0.14013871415732615,a1
506,2025-05-14,600425.SH,0.13698952956952107,a1
507,2025-05-14,002459.SZ,0.133840344981716,a1
